Team1,Team2,Win,Year,WP1,WP2,PPG1,PPG2,3PPer1,3PPer2,FGPer1,FGPer2,FTPer1,FTPer2,FGPG1,FGPG2,3PPG1,3PPG2,FTPG1,FTPG2,ORPG1,ORPG2,DRPG1,DRPG2,APG1,APG2,TPG1,TPG2,SPG1,SPG2,BPG1,BPG2,PFPG1,PFPG2
1291,1301,0,2003,0.407407407,0.6,0.407407407,63.51851852,0.323104693,0.354074074,0.385790173,0.45625,0.696461825,0.770358306,21.51851852,24.33333333,6.62962963,7.966666667,13.85185185,15.76666667,12.33333333,9.733333333,20.33333333,22.03333333,11.66666667,14.66666667,15.07407407,14.2,8.333333333,7.766666667,3.037037037,3.066666667,21.37037037,18.66666667
1308,1410,1,2003,0.678571429,0.230769231,0.678571429,73.10714286,0.346808511,0.298405467,0.447482909,0.392881588,0.737541528,0.593810445,25.71428571,22.07692308,5.821428571,5.038461538,15.85714286,11.80769231,12.32142857,12.96153846,23.57142857,22.19230769,12.46428571,12.11538462,13.42857143,14.96153846,6.607142857,6.730769231,4.035714286,1.076923077,16.35714286,19.46153846
1283,1317,0,2003,0.586206897,0.192307692,0.586206897,66.5862069,0.357142857,0.331848552,0.436583811,0.420598007,0.667687596,0.710280374,23.62068966,24.34615385,4.310344828,5.730769231,15.03448276,14.61538462,12.5862069,12.03846154,22.37931034,23.88461538,10.10344828,12.80769231,13.48275862,17.30769231,7.310344828,6.230769231,3.689655172,3.730769231,20.13793103,22.11538462
1285,1320,0,2003,0.428571429,0.37037037,0.428571429,69.71428571,0.358428805,0.376344086,0.430107527,0.44757773,0.70510397,0.679039301,24.28571429,22.92592593,7.821428571,7.777777778,13.32142857,11.51851852,10.75,8.111111111,23.25,22.85185185,12.17857143,13.92592593,13.89285714,13.25925926,5.857142857,4.962962963,4.178571429,1.740740741,21.53571429,16.51851852
1271,1321,0,2003,0.178571429,0.413793103,0.178571429,62.85714286,0.341013825,0.315372425,0.38343949,0.428865979,0.73245614,0.697542533,21.5,21.51724138,7.928571429,6.862068966,11.92857143,12.72413793,12.57142857,9.551724138,19.07142857,20.17241379,9.928571429,14.79310345,15.21428571,12.86206897,6.285714286,6.896551724,2.464285714,2.793103448,21.17857143,17.68965517
1137,1323,0,2003,0.464285714,0.709677419,0.464285714,57.67857143,0.338174274,0.380740741,0.404255319,0.448697501,0.637110016,0.759887006,19,27.22580645,5.821428571,8.290322581,13.85714286,17.35483871,9.714285714,11.38709677,22.03571429,26.87096774,11.67857143,16.90322581,15.82142857,12.77419355,5.785714286,7.451612903,2.142857143,5.64516129,17.78571429,16.22580645
1328,1414,1,2003,0.8,0.678571429,0.8,71.16666667,0.393673111,0.375286041,0.446933962,0.444666667,0.707885305,0.732113145,25.26666667,23.82142857,7.466666667,5.857142857,13.16666667,15.71428571,12.13333333,11.35714286,24.96666667,22.57142857,14.16666667,11.85714286,11.8,14.46428571,6.933333333,7.071428571,3.766666667,2.642857143,18.6,19.57142857
1329,1463,1,2003,0.689655172,0.5,0.689655172,68.72413793,0.375,0.364389234,0.444928438,0.441240087,0.651234568,0.74251497,24.65517241,23.53846154,4.862068966,6.769230769,14.55172414,14.30769231,12.37931034,9.346153846,24.06896552,24.11538462,12.24137931,14.57692308,14.65517241,15.65384615,8.793103448,7.384615385,5.586206897,2.192307692,20.13793103,18.5
1169,1340,0,2003,0.464285714,0.16,0.464285714,69.85714286,0.353430353,0.327731092,0.447143795,0.394971614,0.705490849,0.671342685,24.32142857,19.48,6.071428571,4.68,15.14285714,13.4,12.42857143,10,22.21428571,22.36,12.75,9.96,17.10714286,18.04,8.535714286,5.12,2,2.68,22.78571429,20.2
1343,1444,1,2003,0.576923077,0.655172414,0.576923077,65.23076923,0.341880342,0.337349398,0.463790447,0.433128834,0.687058824,0.691472868,23.15384615,24.34482759,7.692307692,5.793103448,11.23076923,15.37931034,8.346153846,13.4137931,20.30769231,21.5862069,14.57692308,12.75862069,11.80769231,13.5862069,7.269230769,8.965517241,1.692307692,2.551724138,17.92307692,19.86206897
1275,1345,0,2003,0.444444444,0.642857143,0.444444444,58.37037037,0.322641509,0.329493088,0.419129082,0.436638214,0.69279661,0.75070028,19.96296296,23.75,6.333333333,5.107142857,12.11111111,19.14285714,9.037037037,10.39285714,20.03703704,23.46428571,11,12.25,11.59259259,13.82142857,5.888888889,7.178571429,1.777777778,2.928571429,18.62962963,19.82142857
1318,1348,0,2003,0.482758621,0.620689655,0.482758621,72.17241379,0.318181818,0.305447471,0.423882286,0.399100618,0.684391081,0.668555241,25.82758621,24.48275862,6.75862069,5.413793103,13.75862069,16.27586207,13.20689655,15.37931034,21.96551724,23,13.27586207,13.24137931,15.24137931,13.72413793,9.206896552,8.24137931,2.896551724,2.413793103,22.17241379,20.27586207
1349,1408,1,2003,0.62962963,0.5,0.62962963,72.85185185,0.387614679,0.363825364,0.460810811,0.467410452,0.745704467,0.665447898,25.25925926,26.53333333,6.259259259,5.833333333,16.07407407,12.13333333,10.77777778,11.63333333,23.51851852,23.36666667,15.2962963,15.8,16.51851852,14.43333333,8.074074074,7.633333333,3.222222222,3.233333333,20.48148148,17.2
1347,1350,0,2003,0.333333333,0.535714286,0.333333333,63.1,0.330373002,0.341284404,0.370028818,0.416504224,0.671428571,0.701886792,21.4,22.89285714,6.2,6.642857143,14.1,13.28571429,11.96666667,11.14285714,23.2,22.28571429,9.266666667,13.03571429,14.33333333,12.25,5.533333333,6.607142857,3.3,3.964285714,19.53333333,18.25
1282,1352,0,2003,0.310344828,0.346153846,0.310344828,67.86206897,0.355091384,0.375502008,0.406231276,0.468616262,0.651340996,0.717573222,23.37931034,25.26923077,9.379310345,7.192307692,11.72413793,13.19230769,11.68965517,9.5,21.10344828,21.03846154,12.03448276,11.61538462,12.4137931,13.53846154,5.827586207,5.384615385,2.689655172,2.115384615,18.24137931,18.42307692
1334,1365,0,2003,0.428571429,0.444444444,0.428571429,65.92857143,0.325342466,0.349036403,0.414141414,0.418395574,0.709278351,0.679849341,23.42857143,22.40740741,6.785714286,6.037037037,12.28571429,13.37037037,11.17857143,11.81481481,23.25,24.07407407,11.78571429,11.96296296,13.5,15.14814815,5.785714286,5.518518519,2.714285714,1.851851852,19.71428571,19.2962963
1107,1373,0,2003,0.25,0.655172414,0.25,65.92857143,0.357487923,0.357142857,0.418272219,0.432800474,0.733509235,0.720899471,24.03571429,25.20689655,7.928571429,6.034482759,9.928571429,18.79310345,8.25,14.62068966,20.25,24.96551724,11.92857143,14.13793103,12.57142857,16,6.857142857,7.103448276,2.035714286,3.275862069,15.89285714,20.79310345
1375,1380,1,2003,0.461538462,0.259259259,0.461538462,70.34615385,0.357913669,0.289205703,0.433936955,0.409307876,0.692783505,0.627083333,24.88461538,25.40740741,7.653846154,5.259259259,12.92307692,11.14814815,10.76923077,14.22222222,19.80769231,23.85185185,12.46153846,13.07407407,12.76923077,15.59259259,8.346153846,6.703703704,1.076923077,4.185185185,18.5,18.55555556
1108,1379,0,2003,0.424242424,0.448275862,0.424242424,69.09090909,0.319109462,0.284671533,0.424664603,0.411334552,0.668596237,0.687045124,24.93939394,23.27586207,5.212121212,4.034482759,14,16.27586207,13.12121212,12.93103448,23.21212121,24.82758621,13.84848485,13.13793103,18.45454545,15.4137931,8.181818182,6.344827586,3.515151515,3.413793103,19.66666667,18.96551724
1382,1439,1,2003,0.481481481,0.379310345,0.481481481,79.48148148,0.371742112,0.349609375,0.424703892,0.423848878,0.759259259,0.665086888,27.88888889,24.75862069,10.03703704,6.172413793,13.66666667,14.51724138,12.85185185,14.86206897,21.62962963,21.89655172,15.44444444,12.89655172,12.40740741,14.65517241,8.148148148,7.034482759,2.333333333,4.344827586,19.96296296,18.27586207
1224,1384,0,2003,0.433333333,0.5,0.433333333,73.2,0.348162476,0.35908142,0.434298441,0.43514377,0.687782805,0.678635548,26,24.32142857,6,6.142857143,15.2,13.5,14.16666667,10,20.43333333,22.21428571,11.16666667,13.46428571,15.2,15.53571429,8,7.5,2.766666667,2.321428571,19.2,17.71428571
1168,1394,0,2003,0.344827586,0.423076923,0.344827586,62.93103448,0.345864662,0.315315315,0.439414115,0.44753886,0.648409894,0.733438486,22.75862069,26.57692308,4.75862069,4.038461538,12.65517241,17.88461538,12.06896552,12.46153846,19.34482759,23.19230769,11.68965517,13.19230769,13.24137931,17.03846154,5.931034483,7.692307692,1.517241379,2.192307692,18,19.34615385
1358,1395,0,2003,0.777777778,0.321428571,0.777777778,71.77777778,0.358606557,0.323001631,0.455239417,0.425307557,0.71023622,0.681318681,24.2962963,25.92857143,6.481481481,7.071428571,16.7037037,17.71428571,10.77777778,13.10714286,25.96296296,25.21428571,15.59259259,14.39285714,15.7037037,15.42857143,7.814814815,6.928571429,5.592592593,2.107142857,19.59259259,21
1205,1397,0,2003,0.142857143,0.607142857,0.142857143,67.21428571,0.299328859,0.371549894,0.395179372,0.456521739,0.699438202,0.727767695,25.17857143,24,7.964285714,6.25,8.892857143,14.32142857,12.53571429,11.10714286,25.75,24.46428571,15.42857143,15.75,16.46428571,15.07142857,6.75,5.928571429,2.964285714,3.285714286,18.42857143,17.64285714
1403,1423,1,2003,0.6,0.8,0.6,73.53333333,0.321656051,0.367753623,0.467141292,0.461583924,0.660596026,0.688644689,28.43333333,26.03333333,3.366666667,6.766666667,13.3,12.53333333,11.7,9.966666667,22.9,23.13333333,16.33333333,14.66666667,11,11.46666667,8.6,9.2,2.5,1.9,16.53333333,18.43333333
